122, 98, 0.02800889999980427
121, 98, 0.08549879999964105
122, 97, 0.11795159999974203
123, 97, 0.16010029999961262
122, 96, 0.19987029999992956
121, 97, 0.24121409999997923
119, 95, 0.2721151999999165
118, 97, 0.3054096999999274
114, 95, 0.3359762000000046
114, 95, 0.36779599999999846
107, 95, 0.39993269999968106
108, 96, 0.4304383999997299
99, 94, 0.4624105999996573
97, 96, 0.49101169999994454
89, 94, 0.5220820999998068
88, 94, 0.5529907999998613
79, 96, 0.5848962000000029
79, 96, 0.6158628999996836
65, 99, 0.6470682999997734
68, 101, 0.6797343999996883
55, 108, 0.7111337999999705
57, 109, 0.7431108999999196
51, 127, 0.7746647999997549
54, 126, 0.804659299999912
46, 141, 0.8377590000000055
47, 140, 0.8687912000000324
48, 155, 0.9008615999996437
47, 156, 0.9331003999996028
54, 165, 0.9660409999996773
55, 163, 0.992921799999749
61, 166, 1.02847759999986
60, 167, 1.060703999999987
70, 157, 1.0918114999999489
67, 156, 1.1217372999999498
77, 146, 1.150356599999668
76, 146, 1.190845999999965
83, 134, 1.2181569999997919
84, 133, 1.2530671999998049
88, 124, 1.28208769999992
85, 123, 1.3138021999998273
91, 115, 1.3470864999999321
90, 114, 1.3757520999997723
93, 111, 1.4108637999997882
93, 111, 1.4396342999998524
94, 110, 1.4746299999997063
94, 109, 1.5037079999997331
93, 113, 1.5545976999997038
93, 111, 1.598717399999714
91, 115, 1.6283442999997533
91, 116, 1.6610280999998395
89, 124, 1.6881171999998514
90, 128, 1.7244114000000081
85, 141, 1.7572447999996257
87, 140, 1.784161099999892
85, 154, 1.821045099999992
86, 153, 1.8497072000000117
86, 160, 1.877335099999982
86, 159, 1.9151409999999487
90, 158, 1.9467512999999599
92, 159, 1.9787978999997904
96, 153, 2.018246099999942
95, 153, 2.05746709999994
97, 149, 2.088991199999782
97, 147, 2.1233265999999276
105, 138, 2.150117499999851
105, 138, 2.1861746999998104
115, 134, 2.215346199999658
113, 132, 2.248812199999975
123, 129, 2.276134899999761
124, 129, 2.309907800000019
131, 129, 2.3401460999998562
131, 130, 2.373635899999954
135, 130, 2.4197180999999546
135, 130, 2.448992599999656
