71, 113, 0.02634059999945748
71, 113, 0.09292230000028212
72, 113, 0.11997609999889391
72, 113, 0.1617977999994764
73, 114, 0.1938479999989795
73, 114, 0.22595079999882728
73, 116, 0.25631499999872176
73, 116, 0.2889956999988499
72, 116, 0.3209136999994371
72, 116, 0.3489689999987604
72, 116, 0.3823235999989265
73, 116, 0.41460189999997965
73, 115, 0.4442541999997047
72, 115, 0.477622499998688
72, 115, 0.5082274999986112
73, 115, 0.5414146999992226
74, 114, 0.5695022999989305
74, 114, 0.5976916999989044
73, 114, 0.635353199999372
73, 114, 0.666680999998789
68, 113, 0.6982752999992954
68, 113, 0.7296274000000267
59, 116, 0.7617618999993283
61, 115, 0.793421499998658
51, 121, 0.825073699999848
52, 120, 0.8563271999992139
43, 129, 0.8876356999990094
44, 129, 0.9188317999996798
38, 139, 0.9531386999988172
39, 138, 0.9815249999992375
38, 147, 1.0119092999993882
40, 146, 1.0454406999997445
47, 150, 1.0760418999998365
48, 150, 1.1074508000001515
58, 150, 1.1386808999995992
59, 150, 1.1700681000002078
67, 145, 1.21793549999893
67, 144, 1.2493624999988242
73, 138, 1.281954099998984
73, 137, 1.30877479999981
75, 131, 1.345642799999041
76, 130, 1.3738591999990604
77, 126, 1.408341799999107
76, 126, 1.4389168999987305
76, 126, 1.4734298000003037
77, 126, 1.516044599999077
76, 129, 1.5462333999985276
76, 129, 1.5811216999991302
76, 136, 1.61090989999866
77, 136, 1.644198599999072
79, 143, 1.6803466999990633
80, 143, 1.722245799999655
86, 145, 1.750486599999931
87, 145, 1.7795412999985274
96, 140, 1.8107743999989907
97, 139, 1.8435107999994216
104, 131, 1.87368239999887
104, 131, 1.9063256999997975
111, 124, 1.9373340000001917
112, 123, 1.971114599999055
114, 119, 2.004055999999764
114, 118, 2.0334557999995013
113, 117, 2.081005699999878
113, 117, 2.1096253999985493
108, 122, 2.142997299999479
109, 121, 2.1776147999989917
103, 129, 2.2206208999996306
103, 129, 2.2496844999986934
100, 138, 2.2814490999990085
100, 138, 2.314377400000012
100, 145, 2.3422630999994
101, 145, 2.3789132999991125
105, 146, 2.406308800000261
107, 146, 2.4407047999993665
111, 142, 2.4705118000001676
