89, 98, 0.0300068999999894
89, 96, 0.08897030000025552
88, 97, 0.12909710000030827
88, 96, 0.164865600000212
87, 96, 0.19498090000024604
86, 95, 0.2280233000001317
86, 95, 0.2562824999999975
86, 95, 0.2898993000003429
86, 96, 0.320178400000259
84, 96, 0.3525984000002609
85, 96, 0.3835591000001841
83, 95, 0.41564880000032645
84, 95, 0.44752720000042245
83, 94, 0.48098650000019916
83, 94, 0.5145245000003342
83, 93, 0.5424927000003663
82, 93, 0.5747865000003003
83, 92, 0.6052554000002601
83, 93, 0.6370103000003837
83, 92, 0.6689900999999736
82, 93, 0.696724500000073
82, 91, 0.7238396000002467
83, 93, 0.7650168000000122
81, 92, 0.7967294000000038
82, 93, 0.825597900000048
82, 93, 0.8529596000003039
83, 93, 0.8917012000001705
82, 94, 0.9230314999999791
82, 93, 0.9565274999999929
82, 92, 0.9872177000002011
82, 92, 1.0186431000001903
82, 89, 1.050229400000262
81, 89, 1.076873400000295
78, 86, 1.1133942000001298
78, 86, 1.144332200000008
75, 84, 1.17590650000011
76, 84, 1.2101196000003256
71, 83, 1.2395125000002736
70, 83, 1.2723716000000422
66, 84, 1.3038456000003862
63, 85, 1.3345345000002453
60, 87, 1.368456900000183
60, 87, 1.3985562000002574
58, 92, 1.4314911000001302
59, 92, 1.4622278000001643
58, 97, 1.4965349000003698
58, 97, 1.5272101000000475
60, 103, 1.559740800000327
59, 102, 1.5880917000004047
62, 108, 1.6241414000000987
60, 107, 1.66941450000013
64, 112, 1.7050570000001244
63, 111, 1.7443787000001976
67, 114, 1.7716708000002654
67, 113, 1.8072479000002204
74, 113, 1.8373508000004222
74, 113, 1.869629900000291
77, 110, 1.8968977000004088
78, 110, 1.9344896000002336
80, 108, 1.9644588000001022
81, 108, 1.9949078000004192
82, 105, 2.0269391000001633
82, 105, 2.0601757000004
84, 102, 2.104903000000377
83, 102, 2.1406103000003895
83, 99, 2.1692714000000706
82, 99, 2.2021928000003754
81, 98, 2.232386800000313
81, 98, 2.2643698000001677
81, 99, 2.2958222000002024
80, 99, 2.329521999999997
